Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
RAPIDASH ,078,67,100,70,105,80,80,FIRE, FIRE ,60,192,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, EARTHQUAKE, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, RETURN, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
RATICATE ,020,65,85,60,97,50,70,NORMAL, NORMAL ,90,116,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HYPER_BEAM, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, RETURN, DIG, SHADOW_BALL, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, STRENGTH, THUNDERBOLT, ICE_BEAM"
RATTATA ,019,30,56,35,72,25,35,NORMAL, NORMAL ,255,57,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, RETURN, DIG, SHADOW_BALL, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF"
REMORAID ,223,35,65,35,65,65,35,WATER, WATER ,190,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"CURSE, TOXIC, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, WHIRLPOOL, FLAMETHROWER, ICE_BEAM"
RHYDON ,112,105,130,120,40,45,45,GROUND, ROCK ,60,204,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SUBMISSION, BODY_SLAM, DOUBLE_EDGE, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, EARTH_POWER, BRICK_BREAK"
RHYHORN ,111,80,85,95,25,30,30,GROUND, ROCK ,120,135,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, SANDSTORM, ROCK_SLIDE, BODY_SLAM, DOUBLE_EDGE, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, EARTH_POWER"
SANDSHREW ,027,50,75,85,40,20,30,GROUND, GROUND ,255,93,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SANDSTORM, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, CUT, STRENGTH, EARTH_POWER"
SANDSLASH ,028,80,100,110,67,45,57,GROUND, GROUND ,90,163,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SWORDS_DANCE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, STRENGTH, BRICK_BREAK"
SCIZOR ,212,72,130,100,67,55,80,BUG, STEEL ,25,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"HEADBUTT, SANDSTORM, SWORDS_DANCE, SUBSTITUTE, DOUBLE_EDGE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FURY_CUTTER, CUT, STRENGTH"
SCYTHER ,123,71,110,81,105,55,81,BUG, FLYING ,45,187,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"HEADBUTT, SWORDS_DANCE, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FURY_CUTTER, CUT"
SEADRA ,117,55,65,95,85,95,45,WATER, WATER ,75,155,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, DRAGONBREATH, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
SEAKING ,119,80,92,75,68,70,80,WATER, WATER ,60,170,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_2,EGG_WATER_2,"CURSE, SWORDS_DANCE, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, TOXIC, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WATERFALL, ICE_BEAM"
SEEL ,086,65,45,55,45,45,70,WATER, WATER ,190,100,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, BUBBLEBEAM, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
SENTRET ,161,35,46,34,20,35,45,NORMAL, NORMAL ,255,57,NO_ITEM, BERRY ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, DIG, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FURY_CUTTER, CUT, SURF"
SHELLDER ,090,30,65,100,40,45,25,WATER, WATER ,190,97,PEARL, BIG_PEARL ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_WATER_3,EGG_WATER_3,"CURSE, TOXIC, BUBBLEBEAM, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, ICE_BEAM"
SHUCKLE ,213,20,10,230,05,10,230,BUG, ROCK ,190,80,BERRY, BERRY ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_BUG,EGG_BUG,"HEADBUTT, SANDSTORM, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, STRENGTH, FLASH, EARTH_POWER"
SKARMORY ,227,65,80,140,70,40,70,STEEL, FLYING ,25,168,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_SLOW,EGG_FLYING,EGG_FLYING,"CURSE, SANDSTORM, DOUBLE_EDGE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FURY_CUTTER, CUT, FLY"
SKIPLOOM ,188,55,45,50,80,45,65,GRASS, FLYING ,120,136,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_FAIRY,EGG_FAIRY,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH"
SLOWBRO ,080,95,80,110,30,100,80,WATER, PSYCHIC ,75,164,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, SURF, STRENGTH, FLASH, FLAMETHROWER, ICE_BEAM"
SLOWKING ,199,95,80,80,30,100,110,WATER, PSYCHIC ,70,164,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, SURF, STRENGTH, FLASH, WHIRLPOOL, FLAMETHROWER, ICE_BEAM, POWER_GEM"
SLOWPOKE ,079,90,65,65,15,40,40,WATER, PSYCHIC ,190,99,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, SURF, STRENGTH, FLASH, FLAMETHROWER, ICE_BEAM"
SLUGMA ,218,40,40,40,20,70,40,FIRE, FIRE ,190,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
SMEARGLE ,235,62,30,47,75,30,45,NORMAL, NORMAL ,45,106,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_FAST,EGG_GROUND,EGG_GROUND,tmhm
SMOOCHUM ,238,45,30,15,65,85,65,ICE, PSYCHIC ,45,87,ICE_BERRY, ICE_BERRY ,GENDER_F100 ,25 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, ICE_BEAM"
SNEASEL ,215,60,95,60,115,55,75,DARK, ICE ,60,132,NO_ITEM, QUICK_CLAW ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SWORDS_DANCE, SUBMISSION, DOUBLE_EDGE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, NIGHTMARE, CUT, SURF, STRENGTH, ICE_BEAM, BRICK_BREAK"
SNORLAX ,143,160,110,65,30,65,110,NORMAL, NORMAL ,25,154,LEFTOVERS, LEFTOVERS ,GENDER_F12_5 ,40 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SUBMISSION, SUBSTITUTE, BODY_SLAM, DOUBLE_EDGE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, SOLARBEAM, THUNDER, EARTHQUAKE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM"
SNUBBULL ,209,60,80,50,30,40,40,NORMAL, NORMAL ,190,63,NO_ITEM, NO_ITEM ,GENDER_F75 ,20 ,GROWTH_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, THUNDER, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, THUNDERBOLT"
SPEAROW ,021,40,60,30,70,31,31,NORMAL, FLYING ,255,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FLY"
SPINARAK ,167,40,60,40,30,40,40,BUG, POISON ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_FAST,EGG_BUG,EGG_BUG,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, DIG, PSYCHIC_M, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, FLASH"
SQUIRTLE ,007,44,48,65,43,50,64,WATER, WATER ,45,66,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM"
STANTLER ,234,75,95,67,85,89,81,NORMAL, NORMAL ,45,165,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, TRI_ATTACK, DOUBLE_EDGE, HYPER_BEAM, BODY_SLAM, SUBSTITUTE, THUNDER, CURSE, ROAR, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, PSYCHIC_M, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, FLASH"
STARMIE ,121,62,75,85,115,100,85,WATER, PSYCHIC ,60,207,STARDUST, STAR_PIECE ,GENDER_UNKNOWN ,20 ,GROWTH_SLOW,EGG_WATER_3,EGG_WATER_3,"CURSE, TRI_ATTACK, BUBBLEBEAM, DOUBLE_EDGE, THUNDER_WAVE, SUBSTITUTE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, THUNDER, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, SURF, FLASH, WHIRLPOOL, WATERFALL, THUNDERBOLT, ICE_BEAM, POWER_GEM"
STARYU ,120,30,45,55,85,70,55,WATER, WATER ,225,106,STARDUST, STAR_PIECE ,GENDER_UNKNOWN ,20 ,GROWTH_SLOW,EGG_WATER_3,EGG_WATER_3,"CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, THUNDER, RETURN, PSYCHIC_M, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, FLASH, WHIRLPOOL, WATERFALL, THUNDERBOLT, ICE_BEAM, POWER_GEM"
STEELIX ,208,75,85,200,30,55,65,STEEL, GROUND ,25,196,NO_ITEM, METAL_COAT ,GENDER_F50 ,25 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"HEADBUTT, SANDSTORM, ROCK_SLIDE, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, EXPLOSION, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, DRAGONBREATH, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, CUT, STRENGTH, EARTH_POWER"
SUDOWOODO ,185,70,100,115,30,30,67,ROCK, GRASS ,65,135,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"DYNAMICPUNCH, SANDSTORM, SOLARBEAM, SUBMISSION, ROCK_SLIDE, BODY_SLAM, SUBSTITUTE, DOUBLE_EDGE, EXPLOSION, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, EARTH_POWER, BRICK_BREAK"
SUICUNE ,245,100,75,115,85,90,115,WATER, WATER ,3,215,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,80 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"HEADBUTT, PSYCHIC_M, BUBBLEBEAM, DOUBLE_EDGE, CURSE, ROAR, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, CUT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
SUNFLORA ,192,75,75,58,35,105,87,GRASS, FIRE ,120,146,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, FLAMETHROWER, FIRE_BLAST, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
SUNKERN ,191,30,30,30,30,30,30,GRASS, GRASS ,235,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
SWINUB ,220,50,50,40,50,30,30,ICE, GROUND ,225,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH, ICE_BEAM"
TANGELA ,114,67,55,115,60,100,55,GRASS, DARK ,45,166,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_PLANT,EGG_PLANT,"HEADBUTT, SWORDS_DANCE, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, CUT, FLASH"
TAUROS ,128,77,100,95,110,50,70,NORMAL, NORMAL ,45,211,NO_ITEM, NO_ITEM ,GENDER_F0 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM"
TEDDIURSA ,216,60,80,50,40,50,50,NORMAL, NORMAL ,120,124,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FURY_CUTTER, CUT, STRENGTH"
TENTACOOL ,072,40,40,35,70,50,100,WATER, POISON ,190,105,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_WATER_3,EGG_WATER_3,"CURSE, BUBBLEBEAM, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, SURF, WHIRLPOOL, ICE_BEAM"
TENTACRUEL ,073,82,70,65,100,80,120,WATER, POISON ,60,205,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_WATER_3,EGG_WATER_3,"CURSE, SWORDS_DANCE, BUBBLEBEAM, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, GIGA_DRAIN, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
TOGEPI ,175,35,20,65,20,40,65,NORMAL, NORMAL ,190,74,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,10 ,GROWTH_FAST,EGG_NONE,EGG_NONE,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, SOLARBEAM, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, FLASH, FLAMETHROWER"
TOGETIC ,176,60,40,85,50,85,105,NORMAL, FLYING ,75,114,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,10 ,GROWTH_FAST,EGG_FLYING,EGG_FLYING,"HEADBUTT, TRI_ATTACK, DOUBLE_EDGE, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, SOLARBEAM, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, STEEL_WING, FLY, FLASH, FLAMETHROWER, BRICK_BREAK"
